date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:34:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:34:55%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.woff	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.9.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:34:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:34:56%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.a.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:34:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:34:57%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.svg	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-solid-900.b.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:34:59	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:34:58%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.eot	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.c.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:01	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:00%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.eot?	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.dd41d.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:02	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:02%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.woff2	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.e.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:03	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:03%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.woff	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.f.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:05	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:04%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.10.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:06%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.svg	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/fontawesome/fa-regular-400.11.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:08	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:07%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Thin.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Thin.12.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:09	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:09%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Light.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Light.13.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:10	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:10%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Regular.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Regular.14.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:12	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:11%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Medium.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Medium.15.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:13	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:13%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Bold.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Bold.16.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:14	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:14%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Black.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Roboto/Roboto-Black.17.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:16	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:16%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Regular-WebXL.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Regular-WebXL.18.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:18	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:17%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-RegularItalic-WebXL.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-RegularItalic-WebXL.19.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:19	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:19%20GMT	https://dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Bold-WebXL.ttf	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/fonts/Euclid/EuclidCircularB-Bold-WebXL.1a.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
03:35:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2010:35:20%20GMT	https://dappscon.org/connect/main/view/others/css/images/icons/swap.svg	C:/Users/philip%20godwin/Desktop/goddy/aaaaaa/dappscon.org/connect/main/view/others/css/images/icons/swap.1b.delayed	(from https://dappscon.org/connect/main/view/others/css/style.css)
