date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:00:34	5491/5491	---M--	200	added ('OK')	image/png	etag:%220ca236bc52fd81:0%22	https://dappscon.org/621d269e0115ea4f7746609e/622279e409ceb009f3f133e6_logo512.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/621d269e0115ea4f7746609e/622279e409ceb009f3f133e6_logo512.png	(from https://dappscon.org/connect/index.html)
03:00:36	5456/5456	---M--	200	added ('OK')	image/jpeg	etag:%220597bbbd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e2936fc84f89b218aec_WhatsApp%20Image%202021-08-02%20at%2023.31.26.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e2936fc84f89b218aec_WhatsApp%20Image%202021-08-02%20at%2023.31.26.jpg	(from https://dappscon.org/connect/index.html)
03:00:38	2557/2557	---M--	200	added ('OK')	image/png	etag:%220af3b916a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/61407504321abc9f74154efa_erc%2020.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/61407504321abc9f74154efa_erc%2020.png	(from https://dappscon.org/connect/index.html)
03:00:40	36984/36984	---M--	200	added ('OK')	image/png	etag:%22030c14e5518d81:0%22	https://dappscon.org/611bb026319adf18c0b8a2b2/61fb275b59efe6d2312a8d6b_keplr-wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611bb026319adf18c0b8a2b2/61fb275b59efe6d2312a8d6b_keplr-wallet.png	(from https://dappscon.org/connect/index.html)
03:00:42	11047/11047	---M--	200	added ('OK')	image/jpeg	etag:%220774bd5b9a7d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/613e2cd3e34aaff1c58bf4ef_1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/613e2cd3e34aaff1c58bf4ef_1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.jpg	(from https://dappscon.org/connect/index.html)
03:00:44	4799/4799	---M--	200	added ('OK')	image/jpeg	etag:%22071d3fdb9a7d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/613e2d18d399e5bc54ca472d_cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/613e2d18d399e5bc54ca472d_cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpg	(from https://dappscon.org/connect/index.html)
03:00:46	18169/18169	---M--	200	added ('OK')	image/png	etag:%220f23435d823d81:0%22	https://dappscon.org/620d52cbfb3be628ed520e5f/620e7772eca4723d1d689e20_binance.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/620d52cbfb3be628ed520e5f/620e7772eca4723d1d689e20_binance.png	(from https://dappscon.org/connect/index.html)
03:00:48	6164/6164	---M--	200	added ('OK')	image/jpeg	etag:%220751cc6f058da1:0%22	https://dappscon.org/connect/main/view/others/image/crypto.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/connect/main/view/others/image/crypto.jpg	(from https://dappscon.org/connect/index.html)
03:00:49	3459/3459	---M--	200	added ('OK')	image/png	etag:%2206b5b26baa7d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/613e2d5d8dc97b7b452613b2_walletconnect.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/613e2d5d8dc97b7b452613b2_walletconnect.png	(from https://dappscon.org/connect/index.html)
03:00:50	8230/8230	---M--	200	added ('OK')	image/jpeg	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e9937b6558841ad7468_image3.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e9937b6558841ad7468_image3.jpg	(from https://dappscon.org/connect/index.html)
03:00:51	2452/2452	---M--	200	added ('OK')	image/png	etag:%220dc6ca16a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/61407505809ec406592102a3_coinbase.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/61407505809ec406592102a3_coinbase.png	(from https://dappscon.org/connect/index.html)
03:00:53	1014/1014	---M--	200	added ('OK')	image/png	etag:%2208968a8d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e08a96dad448e4e3fcd_ledger.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e08a96dad448e4e3fcd_ledger.png	(from https://dappscon.org/connect/index.html)
03:00:54	4462/4462	---M--	200	added ('OK')	image/jpeg	etag:%22083626a14a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/6140724c608e62f736908da5_WhatsApp%20Image%202021-09-13%20at%2001.25.52.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/6140724c608e62f736908da5_WhatsApp%20Image%202021-09-13%20at%2001.25.52.jpg	(from https://dappscon.org/connect/index.html)
03:00:56	4340/4340	---M--	200	added ('OK')	image/jpeg	etag:%22083626a14a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/6140724b608e627cc4908da4_WhatsApp%20Image%202021-09-13%20at%2001.39.27.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/6140724b608e627cc4908da4_WhatsApp%20Image%202021-09-13%20at%2001.39.27.jpg	(from https://dappscon.org/connect/index.html)
03:00:57	2841/2841	---M--	200	added ('OK')	image/png	etag:%220af3b916a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/61407505608e6212be90941f_samu.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/61407505608e6212be90941f_samu.png	(from https://dappscon.org/connect/index.html)
03:00:59	2184/2184	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e9a3f3e0bde938739da_image11.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e9a3f3e0bde938739da_image11.png	(from https://dappscon.org/connect/index.html)
03:01:01	5412/5412	---M--	200	added ('OK')	image/jpeg	etag:%220af3b916a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/61407505809ec4f40221029f_peakdefi.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/61407505809ec4f40221029f_peakdefi.jpg	(from https://dappscon.org/connect/index.html)
03:01:02	4116/4116	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e9a5ad15d09c41096bc_image8.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e9a5ad15d09c41096bc_image8.png	(from https://dappscon.org/connect/index.html)
03:01:04	5829/5829	---M--	200	added ('OK')	image/jpeg	etag:%22083626a14a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/6140724c321abc3fce153e4f_WhatsApp%20Image%202021-09-13%20at%2001.43.13.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/6140724c321abc3fce153e4f_WhatsApp%20Image%202021-09-13%20at%2001.43.13.jpg	(from https://dappscon.org/connect/index.html)
03:01:06	2036/2036	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e99bd7f8e974ea086b7_image5.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e99bd7f8e974ea086b7_image5.png	(from https://dappscon.org/connect/index.html)
03:01:07	2821/2821	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e9b36fc844457218d7b_image20.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e9b36fc844457218d7b_image20.png	(from https://dappscon.org/connect/index.html)
03:01:09	35248/35248	---M--	200	added ('OK')	image/png	etag:%2202f6a6d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e05cc403e033d658517_authereum.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e05cc403e033d658517_authereum.png	(from https://dappscon.org/connect/index.html)
03:01:11	4475/4475	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e99dd47db48107c4a3d_image6.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e99dd47db48107c4a3d_image6.png	(from https://dappscon.org/connect/index.html)
03:01:13	52358/52358	---M--	200	added ('OK')	image/png	etag:%2208968a8d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e09eb6d927b0b2a6fba_safepal.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e09eb6d927b0b2a6fba_safepal.png	(from https://dappscon.org/connect/index.html)
03:01:17	2047/2047	---M--	200	added ('OK')	image/png	etag:%2205c37a7d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e0636fc8409092189f4_formatic.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e0636fc8409092189f4_formatic.png	(from https://dappscon.org/connect/index.html)
03:01:19	9707/9707	---M--	200	added ('OK')	image/png	etag:%2205c37a7d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e0661940c6ba1887adc_exodus.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e0661940c6ba1887adc_exodus.png	(from https://dappscon.org/connect/index.html)
03:01:20	3487/3487	---M--	200	added ('OK')	image/jpeg	etag:%220af3b916a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/61407504d5152cec9888d277_defiant.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/61407504d5152cec9888d277_defiant.jpg	(from https://dappscon.org/connect/index.html)
03:01:24	1741/1741	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e9aa03ee519d504a731_image12.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e9aa03ee519d504a731_image12.png	(from https://dappscon.org/connect/index.html)
03:01:27	3663/3663	---M--	200	added ('OK')	image/jpeg	etag:%22083626a14a9d71:0%22	https://dappscon.org/613e1e9bb24c439e2a897663/6140724b090a0c46a2ecd3be_WhatsApp%20Image%202021-09-13%20at%2001.21.42.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/613e1e9bb24c439e2a897663/6140724b090a0c46a2ecd3be_WhatsApp%20Image%202021-09-13%20at%2001.21.42.jpg	(from https://dappscon.org/connect/index.html)
03:01:29	19628/19628	---M--	200	added ('OK')	image/jpeg	etag:%2205c37a7d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e0649c8d8210e36e8bd_coinomi.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e0649c8d8210e36e8bd_coinomi.jpg	(from https://dappscon.org/connect/index.html)
03:01:35	8837/8837	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e9ba96dadff434e5294_image15.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e9ba96dadff434e5294_image15.png	(from https://dappscon.org/connect/index.html)
03:01:36	1880/1880	---M--	200	added ('OK')	image/png	etag:%2205e6effd93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e9be4d0db32846ff8d4_image13.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e9be4d0db32846ff8d4_image13.png	(from https://dappscon.org/connect/index.html)
03:01:37	2501/2501	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f6d5faae3de47ca6e_eos.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f6d5faae3de47ca6e_eos.png	(from https://dappscon.org/connect/index.html)
03:01:39	3009/3009	---M--	200	added ('OK')	image/png	etag:%2203f18ca1293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a61016ceca42a244c9_wax.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a61016ceca42a244c9_wax.png	(from https://dappscon.org/connect/index.html)
03:01:41	5333/5333	---M--	200	added ('OK')	image/png	etag:%2203f18ca1293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a61080f7725b25b32a_Zilliqa.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a61080f7725b25b32a_Zilliqa.png	(from https://dappscon.org/connect/index.html)
03:01:43	442212/442212	---M--	200	added ('OK')	image/png	etag:%2205c37a7d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e07b80a4a393487a224_atomic.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e07b80a4a393487a224_atomic.png	(from https://dappscon.org/connect/index.html)
03:01:43	5183/5183	---M--	200	added ('OK')	image/png	etag:%2203f18ca1293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a5e9f99aa65bb53b51_Polkadot.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a5e9f99aa65bb53b51_Polkadot.png	(from https://dappscon.org/connect/index.html)
03:01:46	3967/3967	---M--	200	added ('OK')	image/png	etag:%22012e7c81293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a322e3eb7782dc867e_Monero.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a322e3eb7782dc867e_Monero.png	(from https://dappscon.org/connect/index.html)
03:01:48	16198/16198	---M--	200	added ('OK')	image/png	etag:%2205c37a7d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e07a96dad81284e3fcc_klever.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e07a96dad81284e3fcc_klever.png	(from https://dappscon.org/connect/index.html)
03:01:50	51482/51482	---M--	200	added ('OK')	image/png	etag:%2203f18ca1293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a4f86195217d93c86c_neon%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a4f86195217d93c86c_neon%20wallet.png	(from https://dappscon.org/connect/index.html)
03:01:52	33502/33502	---M--	200	added ('OK')	image/png	etag:%2203f18ca1293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a5d0dfcafb99043716_Theta%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a5d0dfcafb99043716_Theta%20wallet.png	(from https://dappscon.org/connect/index.html)
03:01:53	2670/2670	---M--	200	added ('OK')	image/png	etag:%220b699a9d93d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b7e0cc625a2d16e1abea3_tttt.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b7e0cc625a2d16e1abea3_tttt.png	(from https://dappscon.org/connect/index.html)
03:01:55	44950/44950	---M--	200	added ('OK')	image/png	etag:%22012e7c81293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a2391e18b0a4789309_Jaxx%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a2391e18b0a4789309_Jaxx%20wallet.png	(from https://dappscon.org/connect/index.html)
03:01:57	18483/18483	---M--	200	added ('OK')	image/jpeg	etag:%220ab5832393d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611ba1db9518431fc95e8311_Elrond%20wallet.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611ba1db9518431fc95e8311_Elrond%20wallet.jpg	(from https://dappscon.org/connect/index.html)
03:01:58	1882/1882	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869fe9f99a9338b53b0f_Bancor%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869fe9f99a9338b53b0f_Bancor%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:02	17962/17962	---M--	200	added ('OK')	image/jpeg	etag:%2206236121193d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b83c29baa092896d292a8_09102e7bbbd3f92001eda104abe23803181629f695e8f1b95af96d88ff7d5890.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b83c29baa092896d292a8_09102e7bbbd3f92001eda104abe23803181629f695e8f1b95af96d88ff7d5890.jpg	(from https://dappscon.org/connect/index.html)
03:02:04	5944/5944	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f391e181b587892f8_Cosmos%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f391e181b587892f8_Cosmos%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:05	3420/3420	---M--	200	added ('OK')	image/jpeg	etag:%22012e7c81293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a3015cb4036615eeea_Moonlet%20wallet.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a3015cb4036615eeea_Moonlet%20wallet.jpg	(from https://dappscon.org/connect/index.html)
03:02:07	4109/4109	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f0566fa68a68fd877_Harmony%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f0566fa68a68fd877_Harmony%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:08	6839/6839	---M--	200	added ('OK')	image/png	etag:%2203f18ca1293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b86a60566fa50498fd87a_Tezos%20wallet.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b86a60566fa50498fd87a_Tezos%20wallet.png	(from https://dappscon.org/connect/index.html)
03:02:10	9463/9463	---M--	200	added ('OK')	image/jpeg	etag:%2207a43a11193d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b84b1ecf3faa49fee51e6_55e5b479c9f49ddac5445c24725857f19888da1ef432ae5e4e01f8054d107670.jpeg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b84b1ecf3faa49fee51e6_55e5b479c9f49ddac5445c24725857f19888da1ef432ae5e4e01f8054d107670.jpg	(from https://dappscon.org/connect/index.html)
03:02:12	39000/39000	---M--	200	added ('OK')	image/png	etag:%220b884c61293d71:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_falconswap.png	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_falconswap.png	(from https://dappscon.org/connect/index.html)
03:02:13	13811/13811	---M--	200	added ('OK')	image/jpeg	etag:%22012dc843750db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_dcent.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_dcent.jpg	(from https://dappscon.org/connect/index.html)
03:02:15	19699/19699	---M--	200	added ('OK')	image/jpeg	etag:%220ab12c4f50db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_tangem.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_tangem.jpg	(from https://dappscon.org/connect/index.html)
03:02:17	10706/10706	---M--	200	added ('OK')	image/jpeg	etag:%22011416750db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_guarda.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_guarda.jpg	(from https://dappscon.org/connect/index.html)
03:02:18	11638/11638	---M--	200	added ('OK')	image/jpeg	etag:%22074f5656750db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_exodus.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_exodus.jpg	(from https://dappscon.org/connect/index.html)
03:02:20	9841/9841	---M--	200	added ('OK')	image/jpeg	etag:%220b7fc9d6750db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_trzor.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_trzor.jpg	(from https://dappscon.org/connect/index.html)
03:02:22	29486/29486	---M--	200	added ('OK')	image/jpeg	etag:%220bfabcd6750db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_trum.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_trum.jpg	(from https://dappscon.org/connect/index.html)
03:02:23	17109/17109	---M--	200	added ('OK')	image/jpeg	etag:%220c75afd6750db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_blue.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_blue.jpg	(from https://dappscon.org/connect/index.html)
03:02:25	11334/11334	---M--	200	added ('OK')	image/jpeg	etag:%220cc4d416850db1:0%22	https://dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_zeng.jpg	C:/Users/philip%20godwin/Desktop/goddy/AAAAA/dappscon.org/611af35d6d7e5a5693b528a1/611b869f1c89b64688b6df53_zeng.jpg	(from https://dappscon.org/connect/index.html)
